property_id,district,latitude,longitude,area_sqft,property_type,location_type,bhk_type,age_of_property,price_per_sqft,total_price,road_access,utilities_available,water_supply,electricity,ownership_type,transaction_type,legal_status,amenities,days_on_market,seller_type,demand_score,location_score,price_trend,roi_percentage,investment_potential,date_listed
PROP016253,Chandigarh,30.774432,76.766647,474102.61,Industrial Plot,Industrial Hub,NA,7,2164.41,1081755286.18,Yes,Yes,No,Yes,Leasehold,Lease,Clear,"Road Access, Electricity",106,Bank,36.97,50.0,Decreasing,-6.65,Low,2026-06-08
PROP016254,Mumbai,19.271694,72.993836,161226.13,Land Bank,Urban,NA,21,5528.35,606539627.41,Yes,Yes,Yes,Yes,Freehold,Sell,Disputed,Basic,153,Builder,53.77,100.0,Stable,0.99,Low,2026-04-22
PROP016255,Mangalore,12.846402,74.707972,62816.66,Commercial Plot,Urban,NA,21,6146.28,351450494.29,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,Parking,42,Builder,56.24,75.0,Increasing,5.04,Low,2026-08-11
PROP016256,Mumbai,19.17643,72.980854,192737.86,Land Bank,Semi-Urban,NA,18,4328.47,820013454.94,Yes,Yes,Yes,Yes,Leasehold,Sell,Clear,Basic,87,Bank,34.25,81.25,Increasing,10.99,Low,2026-06-27
PROP016257,Gurgaon,28.327892,77.113382,23820.36,Farm House,Semi-Urban,2 BHK,1,5965.5,154153910.66,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,"Security, Water Supply",46,Builder,45.07,81.25,Increasing,14.87,Low,2026-08-07
PROP016258,Vellore,12.977314,79.12434,138472.73,Development Land,Semi-Urban,NA,7,1611.1,220526389.69,Yes,Yes,No,Yes,Leasehold,Sell,Clear,Basic,82,NRI,73.06,50.0,Decreasing,-6.52,Low,2026-07-02
PROP016259,Visakhapatnam,17.621985,83.196471,15812.11,Warehouse,Industrial Hub,NA,0,1145.61,14733127.0,Yes,Yes,No,No,Leasehold,Rent,Mortgaged,"Security, Electricity",36,NRI,49.81,40.0,Increasing,16.88,Low,2026-08-17
PROP016260,Mumbai,19.085321,72.924885,93733.66,Warehouse,Industrial Hub,NA,25,2435.07,181465570.45,No,Yes,Yes,Yes,Leasehold,Buy,Mortgaged,Security,98,Builder,65.17,65.0,Stable,2.42,Low,2026-06-16
PROP016261,Kochi,10.049835,76.22303,72393.57,Commercial Plot,Urban,NA,0,13506.34,974934246.84,No,No,Yes,Yes,Freehold,Sell,Clear,Parking,12,Individual,59.62,93.75,Increasing,16.07,Low,2026-09-10
PROP016262,Surat,21.262451,72.912249,39063.89,Vacant Land,Semi-Urban,NA,5,2270.45,73094484.76,Yes,Yes,Yes,Yes,Leasehold,Buy,Mortgaged,Basic,12,Bank,32.67,62.5,Stable,6.4,Low,2026-09-10
PROP016263,Chandigarh,30.790986,76.776104,151175.85,Development Land,Urban,NA,0,7638.7,1146625749.48,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,Basic,39,NRI,86.69,93.75,Increasing,19.61,High,2026-08-14
PROP016264,Ahmedabad,23.204177,72.420594,12144.15,Retail Space,Commercial,NA,0,17245.17,204763814.27,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,"Security, Signage",158,Real Estate Agent,52.11,100.0,Stable,13.45,Low,2026-04-17
PROP016265,Mumbai,19.127912,72.899922,59436.94,Mixed-Use Property,Urban,NA,0,20000.0,1163518810.93,Yes,Yes,Yes,Yes,Leasehold,Rent,Clear,Basic,44,Bank,74.48,100.0,Increasing,22.06,Medium,2026-08-09
PROP016266,Hyderabad,17.471712,78.457212,258805.67,Development Land,Urban,NA,17,5722.69,1366286999.02,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,Basic,104,NRI,74.11,100.0,Increasing,6.24,Medium,2026-06-10
PROP016267,Salem,11.692681,78.280144,114870.79,Vacant Land,Semi-Urban,NA,23,649.44,34958187.29,Yes,Yes,No,Yes,Freehold,Sell,Under Litigation,Basic,193,Individual,49.74,50.0,Decreasing,-13.06,Low,2026-03-13
PROP016268,Salem,11.572091,78.32295,189188.4,Commercial Plot,Semi-Urban,NA,21,1465.16,274192457.95,No,No,No,No,Freehold,Rent,Clear,Road Access,6,NRI,59.14,50.0,Increasing,7.49,Low,2026-09-16
PROP016269,Lucknow,26.86277,80.97328,148422.29,Commercial Plot,Urban,NA,29,3021.73,475340537.4,Yes,Yes,Yes,Yes,Co-op,Buy,Clear,Road Access,128,NRI,55.84,75.0,Stable,-8.73,Low,2026-05-17
PROP016270,Vadodara,22.345048,73.261472,54625.26,Vacant Land,Semi-Urban,NA,22,1497.09,88292785.05,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,Basic,99,NRI,47.48,50.0,Increasing,3.87,Low,2026-06-15
PROP016271,Bangalore,13.161239,77.705669,49346.01,Residential House,Rural,4 BHK,0,3280.94,170012153.89,No,Yes,No,Yes,Freehold,Buy,Clear,"Gym, Electricity, Park, Security, Water Supply",133,Real Estate Agent,58.68,32.5,Decreasing,2.6,Low,2026-05-12
PROP016272,Chennai,12.854617,80.245671,449534.63,Industrial Plot,Industrial Hub,NA,8,2415.84,1149666518.72,No,No,No,No,Freehold,Rent,Clear,Road Access,76,Individual,63.23,50.0,Decreasing,-3.75,Low,2026-07-08
PROP016273,Mumbai,19.090835,72.803249,178126.04,Development Land,Semi-Urban,NA,28,6890.3,1002342661.36,Yes,Yes,Yes,Yes,Freehold,Sell,Mortgaged,Basic,72,Builder,71.04,81.25,Increasing,5.99,Medium,2026-07-12
PROP016274,Kolkata,22.68754,88.386341,48697.64,Residential House,Semi-Urban,2 BHK,0,5296.24,256182685.58,No,No,Yes,Yes,Freehold,Lease,Clear,"Electricity, Security, Park, Parking",51,NRI,80.06,62.5,Increasing,21.08,High,2026-08-02
PROP016275,Lucknow,26.885809,80.996757,28119.92,Mixed-Use Property,Semi-Urban,NA,10,2948.26,90307914.54,No,Yes,Yes,No,Freehold,Buy,Clear,Basic,135,Builder,79.46,50.0,Stable,2.85,Low,2026-05-10
PROP016276,Delhi,28.55471,77.16612,5298.23,Residential House,Urban,4 BHK,2,12996.89,74883254.02,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,"Parking, Security, Swimming Pool, Electricity, Water Supply",56,Bank,60.86,100.0,Increasing,13.57,Medium,2026-07-28
PROP016277,Hyderabad,17.492474,78.569451,22784.69,Mixed-Use Property,Semi-Urban,NA,29,3479.05,70122756.34,Yes,Yes,Yes,Yes,Freehold,Buy,Mortgaged,Basic,10,Builder,79.96,81.25,Increasing,6.2,Medium,2026-09-12
PROP016278,Indore,22.784459,75.869019,65048.85,Industrial Space,Industrial Hub,NA,4,1085.76,70745083.66,Yes,No,No,Yes,Leasehold,Rent,Clear,Basic,32,Bank,70.42,40.0,Increasing,13.85,Medium,2026-08-21
PROP016279,Visakhapatnam,17.689883,83.240737,180712.44,Industrial Plot,Industrial Hub,NA,0,1431.73,121817483.06,Yes,No,No,Yes,Freehold,Buy,Under Litigation,"Electricity, Water Supply",91,NRI,65.48,40.0,Increasing,13.74,Medium,2026-06-23
PROP016280,Visakhapatnam,17.71052,83.210026,81013.83,Farm House,Rural,2 BHK,0,841.64,70390124.91,Yes,Yes,Yes,No,Freehold,Buy,Clear,"Water Supply, Garden",102,Individual,45.12,20.0,Stable,11.92,Low,2026-06-12
PROP016281,Kochi,9.919727,76.373806,24109.58,Commercial Space,Commercial,NA,0,17936.57,420814165.55,Yes,No,No,No,Freehold,Sell,Clear,"Security, Elevator, WiFi",15,NRI,89.39,100.0,Increasing,22.71,High,2026-09-07
PROP016282,Tirunelveli,8.7573,77.798556,22577.95,Mixed-Use Property,Urban,NA,26,1676.44,38327317.95,Yes,Yes,Yes,Yes,Freehold,Rent,Clear,Basic,6,NRI,43.66,93.75,Increasing,6.99,Low,2026-09-16
PROP016283,Madurai,10.087365,78.272057,18689.21,Residential Plot,Urban,3 BHK,20,1924.97,38044563.24,Yes,Yes,No,Yes,Leasehold,Sell,Clear,"Water Supply, Road Access",46,Bank,60.04,75.0,Increasing,12.33,Medium,2026-08-07
PROP016284,Mangalore,12.836148,74.798394,43753.35,Development Land,Urban,NA,0,5464.13,242700477.27,Yes,Yes,Yes,Yes,Leasehold,Sell,Clear,Basic,145,NRI,78.48,75.0,Decreasing,6.06,Medium,2026-04-30
PROP016285,Vellore,13.085375,79.105416,10456.99,Office Space,Commercial,NA,20,3689.26,29854796.69,No,Yes,Yes,No,Leasehold,Buy,Disputed,"Elevator, WiFi, AC",44,Real Estate Agent,91.68,80.0,Increasing,5.77,Medium,2026-08-09
PROP016286,Salem,11.510594,78.176131,81076.91,Vacant Land,Semi-Urban,NA,1,1114.56,95474417.26,Yes,Yes,Yes,Yes,Leasehold,Sell,Clear,Basic,49,Bank,54.82,50.0,Decreasing,0.02,Low,2026-08-04
PROP016287,Gurgaon,28.358722,77.081328,427562.54,Land Bank,Semi-Urban,NA,0,5460.17,1903138134.87,Yes,Yes,Yes,Yes,Freehold,Buy,Disputed,Basic,76,Builder,47.43,81.25,Increasing,18.81,Low,2026-07-08
PROP016288,Chandigarh,30.785074,76.784036,32228.77,Commercial Plot,Urban,NA,5,13712.68,406546937.79,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,Parking,135,Individual,78.12,93.75,Stable,13.32,High,2026-05-10
PROP016289,Madurai,9.894736,78.227126,39758.7,Residential House,Urban,4 BHK,27,1585.82,46544808.9,Yes,Yes,Yes,Yes,Leasehold,Buy,Disputed,"Water Supply, Gym, Security",72,Bank,71.14,75.0,Increasing,1.65,Low,2026-07-12
PROP016290,Madurai,10.066665,78.107856,4664.83,Retail Space,Commercial,NA,2,5012.4,19160896.7,Yes,No,No,Yes,Freehold,Buy,Disputed,Parking,8,Builder,60.46,80.0,Increasing,12.68,Medium,2026-09-14
PROP016291,Lucknow,26.832741,80.907936,143734.6,Commercial Plot,Urban,NA,0,5614.08,830937153.42,Yes,Yes,Yes,Yes,Leasehold,Sell,Clear,Parking,170,Builder,75.96,75.0,Stable,14.65,High,2026-04-05
PROP016292,Tirupur,11.035609,77.333498,7711.6,Office Space,Commercial,NA,17,4132.73,30703134.12,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,"AC, Parking, Security, Elevator",63,Builder,55.68,80.0,Increasing,8.81,Low,2026-07-21
PROP016293,Chandigarh,30.757772,76.708321,15632.67,Office Space,Commercial,NA,26,10905.42,163103725.58,No,Yes,Yes,No,Freehold,Buy,Clear,"WiFi, Security",93,NRI,82.12,100.0,Increasing,6.27,Medium,2026-06-21
PROP016294,Pune,18.312242,73.879127,106163.87,Vacant Land,Urban,NA,24,3625.87,271683170.8,Yes,Yes,Yes,Yes,Co-op,Rent,Disputed,Basic,164,NRI,32.28,100.0,Stable,-4.87,Low,2026-04-11
PROP016295,Ahmedabad,23.24205,72.496141,49061.98,Farm House,Urban,3 BHK,15,4819.5,226415372.66,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,"Parking, Security, Water Supply",92,Individual,27.17,93.75,Increasing,6.72,Low,2026-06-22
PROP016296,Pune,18.449841,74.077256,356962.19,Land Bank,Rural,NA,23,856.33,317232010.9,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,Basic,153,Individual,28.58,32.5,Stable,-5.15,Low,2026-04-22
PROP016297,Kolkata,22.699514,88.457885,171380.57,Development Land,Urban,NA,20,4094.6,740330943.39,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,Basic,74,Individual,59.03,93.75,Increasing,10.17,Low,2026-07-10
PROP016298,Bangalore,13.106931,77.770597,74302.08,Farm House,Urban,5+ BHK,24,5106.94,277482895.46,Yes,Yes,Yes,Yes,Leasehold,Buy,Disputed,Security,27,Real Estate Agent,28.69,100.0,Increasing,4.35,Low,2026-08-26
PROP016299,Tirunelveli,8.753691,77.724495,50969.68,Land Bank,Urban,NA,0,1001.2,53342906.83,Yes,No,Yes,Yes,Leasehold,Sell,Clear,Basic,27,Builder,27.98,93.75,Increasing,18.32,Low,2026-08-26
PROP016300,Mysore,12.383457,76.772099,93316.13,Farm House,Semi-Urban,1 BHK,0,2483.56,215980811.87,No,No,Yes,No,Freehold,Buy,Clear,"Parking, Security, Water Supply",36,Builder,34.89,50.0,Decreasing,1.59,Low,2026-08-17
PROP016301,Pune,18.60239,73.912782,214205.02,Industrial Plot,Industrial Hub,NA,18,1740.62,335688150.91,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,"Electricity, Water Supply",43,Individual,42.45,65.0,Stable,-4.31,Low,2026-08-10
PROP016302,Pune,18.389146,73.899733,29995.9,Land Bank,Semi-Urban,NA,7,2825.11,81831806.17,Yes,Yes,No,Yes,Freehold,Buy,Clear,Basic,61,Real Estate Agent,29.04,81.25,Increasing,17.75,Low,2026-07-23
PROP016303,Mysore,12.302389,76.726994,215894.46,Development Land,Semi-Urban,NA,4,3690.94,874901897.6,Yes,No,No,Yes,Leasehold,Rent,Clear,Basic,52,Builder,51.79,50.0,Stable,10.72,Low,2026-08-01
PROP016304,Chennai,13.016928,80.31753,371538.15,Industrial Plot,Industrial Hub,NA,6,1892.7,645122121.31,Yes,Yes,Yes,No,Freehold,Buy,Clear,"Road Access, Electricity",117,Real Estate Agent,43.18,50.0,Stable,9.89,Low,2026-05-28
PROP016305,Bangalore,13.113262,77.623905,27659.62,Mixed-Use Property,Semi-Urban,NA,0,14274.39,392315136.12,Yes,Yes,No,Yes,Freehold,Sell,Clear,Basic,65,Builder,83.07,81.25,Increasing,19.55,High,2026-07-19
PROP016306,Bangalore,13.123097,77.691104,9830.15,Commercial Space,Commercial,NA,0,20000.0,214554228.23,Yes,Yes,Yes,Yes,Co-op,Sell,Clear,"Parking, Security, Elevator",83,Individual,69.4,100.0,Increasing,21.01,Medium,2026-07-01
PROP016307,Vellore,13.049217,79.180075,398608.46,Agricultural Land,Rural,NA,0,163.59,61418974.11,No,No,Yes,Yes,Freehold,Buy,Clear,Road Access,30,NRI,31.04,20.0,Stable,8.42,Low,2026-08-23
PROP016308,Madurai,9.900425,78.171154,37180.33,Commercial Space,Commercial,NA,14,3416.44,129798601.31,Yes,No,No,Yes,Freehold,Buy,Clear,"WiFi, Security",65,Builder,70.97,80.0,Stable,6.78,Medium,2026-07-19
PROP016309,Ahmedabad,23.224741,72.433687,340919.59,Industrial Plot,Industrial Hub,NA,0,2307.16,759572194.46,No,No,No,Yes,Leasehold,Sell,Clear,"Electricity, Road Access",45,Individual,54.51,50.0,Decreasing,4.37,Low,2026-08-08
PROP016310,Mysore,12.274778,76.731852,185721.92,Development Land,Urban,NA,5,4387.83,787175559.34,Yes,Yes,No,Yes,Leasehold,Sell,Clear,Basic,19,NRI,83.08,75.0,Increasing,15.17,High,2026-09-03
PROP016311,Hyderabad,17.349424,78.48615,79745.5,Development Land,Rural,NA,23,1180.6,85789741.13,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,Basic,72,Bank,49.25,32.5,Stable,-3.01,Low,2026-07-12
PROP016312,Salem,11.558086,78.141186,24586.86,Office Space,Commercial,NA,0,7266.4,158611252.12,Yes,Yes,No,Yes,Leasehold,Buy,Mortgaged,Parking,14,Bank,86.88,80.0,Stable,14.59,High,2026-09-08
PROP016313,Hyderabad,17.371127,78.493732,16717.28,Industrial Space,Industrial Hub,NA,0,1983.29,32364234.5,Yes,Yes,Yes,Yes,Freehold,Rent,Clear,Basic,148,Builder,40.68,65.0,Stable,11.38,Low,2026-04-27
PROP016314,Hyderabad,17.362142,78.507155,247348.73,Land Bank,Rural,NA,11,996.46,186027047.6,Yes,Yes,Yes,No,Leasehold,Buy,Disputed,Basic,60,Bank,35.11,32.5,Stable,5.26,Low,2026-07-24
PROP016315,Tirupur,11.181499,77.263058,97451.27,Farm House,Urban,4 BHK,13,1764.51,185963493.05,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,"Water Supply, Garden",168,Builder,26.12,75.0,Stable,-1.4,Low,2026-04-07
PROP016316,Surat,21.226816,72.841871,45936.87,Residential House,Semi-Urban,3 BHK,17,4063.02,169443559.45,No,Yes,Yes,Yes,Freehold,Lease,Clear,"Parking, Swimming Pool, Gym",127,Individual,75.05,62.5,Stable,5.26,Medium,2026-05-18
PROP016317,Visakhapatnam,17.683123,83.200584,43662.34,Vacant Land,Semi-Urban,NA,18,1621.19,68178632.52,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,Basic,33,Individual,39.87,50.0,Decreasing,-9.17,Low,2026-08-20
PROP016318,Surat,21.245487,72.922395,3982.75,Office Space,Commercial,NA,25,8723.82,26305419.69,Yes,Yes,No,Yes,Leasehold,Buy,Disputed,Security,99,NRI,85.68,100.0,Increasing,9.16,Medium,2026-06-15
PROP016319,Ahmedabad,23.262625,72.668612,420500.26,Land Bank,Urban,NA,16,2731.47,1079857455.3,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,Basic,106,Bank,33.65,93.75,Increasing,10.44,Low,2026-06-08
PROP016320,Jaipur,26.854191,75.92485,31651.63,Vacant Land,Semi-Urban,NA,6,2657.33,85250493.5,Yes,Yes,No,Yes,Freehold,Sell,Clear,Basic,49,Builder,35.94,62.5,Increasing,12.29,Low,2026-08-04
PROP016321,Jaipur,26.866977,75.712705,66738.23,Farm House,Urban,5+ BHK,2,5655.01,378890614.64,Yes,Yes,No,Yes,Leasehold,Rent,Clear,Water Supply,58,Individual,36.04,93.75,Increasing,14.69,Low,2026-07-26
PROP016322,Gurgaon,28.456166,77.120794,13802.46,Farm House,Urban,5+ BHK,26,5156.12,72122651.05,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,"Parking, Garden, Water Supply",14,Builder,38.92,100.0,Stable,-4.7,Low,2026-09-08
PROP016323,Delhi,28.468125,77.222888,87861.11,Farm House,Urban,4 BHK,0,8405.51,774189938.97,No,Yes,No,Yes,Freehold,Buy,Clear,Water Supply,27,Builder,32.4,100.0,Increasing,18.49,Low,2026-08-26
PROP016324,Pune,18.545801,73.863821,84210.03,Residential Plot,Semi-Urban,1 BHK,0,5296.31,483494082.0,No,Yes,Yes,Yes,Leasehold,Buy,Clear,"Road Access, Water Supply",61,Builder,95.57,81.25,Increasing,19.64,High,2026-07-23
PROP016325,Mysore,12.238643,76.635472,74800.55,Industrial Space,Industrial Hub,NA,23,917.33,62139449.88,Yes,No,No,Yes,Co-op,Buy,Clear,Basic,59,Real Estate Agent,73.95,40.0,Increasing,6.89,Medium,2026-07-25
PROP016326,Chandigarh,30.746793,76.788496,103101.77,Mixed-Use Property,Semi-Urban,NA,21,4195.99,441866639.62,Yes,Yes,Yes,No,Freehold,Buy,Clear,Basic,93,Real Estate Agent,66.98,62.5,Increasing,10.98,Medium,2026-06-21
PROP016327,Visakhapatnam,17.735238,83.277704,80479.36,Farm House,Semi-Urban,1 BHK,0,2169.02,143195590.6,Yes,Yes,No,No,Freehold,Buy,Mortgaged,"Security, Water Supply, Garden",44,Individual,24.59,50.0,Increasing,19.85,Low,2026-08-09
PROP016328,Visakhapatnam,17.623121,83.234441,37545.79,Residential Plot,Semi-Urban,4 BHK,0,2473.93,87439188.48,Yes,Yes,Yes,Yes,Leasehold,Sell,Clear,"Electricity, Water Supply",137,Bank,62.7,50.0,Stable,11.29,Medium,2026-05-08
PROP016329,Vellore,13.052719,79.267694,123947.54,Commercial Plot,Urban,NA,9,3256.16,403919800.04,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,"Parking, Electricity",199,NRI,48.66,75.0,Decreasing,-6.51,Low,2026-03-07
PROP016330,Hyderabad,17.309166,78.461063,13504.28,Warehouse,Industrial Hub,NA,5,1685.3,18284367.44,Yes,No,Yes,Yes,Leasehold,Sell,Disputed,"Electricity, Water Supply",28,Bank,36.49,65.0,Stable,8.28,Low,2026-08-25
PROP016331,Lucknow,26.830524,80.992567,93844.73,Mixed-Use Property,Rural,NA,8,1583.3,130942590.84,No,No,No,Yes,Freehold,Buy,Mortgaged,Basic,104,Real Estate Agent,65.09,20.0,Stable,0.9,Low,2026-06-10
PROP016332,Lucknow,26.802124,81.072101,292749.4,Development Land,Urban,NA,3,5364.5,1466905773.31,No,Yes,Yes,No,Leasehold,Buy,Clear,Basic,7,Bank,76.76,75.0,Increasing,17.42,High,2026-09-15
PROP016333,Tirupur,11.076077,77.335048,208906.68,Land Bank,Urban,NA,8,1665.95,356297977.25,Yes,Yes,No,Yes,Freehold,Buy,Clear,Basic,79,Individual,37.68,75.0,Increasing,13.14,Low,2026-07-05
PROP016334,Jaipur,26.871378,75.834523,26894.81,Industrial Space,Industrial Hub,NA,21,792.01,20275945.05,No,Yes,Yes,Yes,Leasehold,Buy,Clear,Basic,24,Builder,49.74,50.0,Increasing,10.33,Low,2026-08-29
PROP016335,Aurangabad,19.992271,75.474372,32526.31,Industrial Plot,Industrial Hub,NA,0,1176.59,35325344.79,Yes,No,No,Yes,Freehold,Sell,Clear,Road Access,76,Individual,54.47,40.0,Increasing,10.87,Low,2026-07-08
PROP016336,Mumbai,19.210543,72.916673,231911.59,Development Land,Semi-Urban,NA,17,8260.03,1958977924.3,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,Basic,30,NRI,56.25,81.25,Increasing,6.23,Low,2026-08-23
PROP016337,Jaipur,26.998264,75.912458,17789.75,Office Space,Commercial,NA,20,8583.64,109767301.27,No,Yes,Yes,No,Freehold,Buy,Disputed,WiFi,77,NRI,59.11,100.0,Increasing,12.88,Low,2026-07-07
PROP016338,Delhi,28.657232,77.098359,45166.71,Residential House,Urban,4 BHK,13,8009.94,276279559.14,Yes,Yes,Yes,Yes,Leasehold,Buy,Disputed,"Swimming Pool, Park, Security, Gym",83,Bank,84.95,100.0,Stable,10.27,Medium,2026-07-01
PROP016339,Lucknow,26.888928,81.058056,52398.22,Residential Plot,Urban,3 BHK,23,2546.39,61397438.77,Yes,No,Yes,Yes,Leasehold,Buy,Under Litigation,Electricity,7,Builder,84.92,75.0,Increasing,6.38,Medium,2026-09-15
PROP016340,Tirunelveli,8.750711,77.79611,14832.05,Office Space,Commercial,NA,11,3330.29,45684600.95,No,Yes,Yes,No,Freehold,Buy,Clear,"WiFi, AC, Security, Parking",79,Builder,90.08,100.0,Increasing,11.86,Medium,2026-07-05
PROP016341,Mumbai,19.218916,72.916218,60802.45,Residential Plot,Semi-Urban,5+ BHK,2,9262.47,530500940.07,Yes,Yes,No,Yes,Co-op,Buy,Clear,"Water Supply, Road Access",99,Real Estate Agent,82.39,81.25,Increasing,22.33,High,2026-06-15
PROP016342,Aurangabad,19.872471,75.407718,199584.54,Commercial Plot,Semi-Urban,NA,18,2271.58,424766038.2,Yes,Yes,No,No,Leasehold,Sell,Clear,"Parking, Electricity",72,NRI,66.59,50.0,Decreasing,-6.84,Low,2026-07-12
PROP016343,Aurangabad,19.811425,75.48429,785308.92,Agricultural Land,Rural,NA,1,188.98,162006203.38,Yes,No,Yes,Yes,Freehold,Buy,Clear,Water Supply,193,Individual,26.39,20.0,Decreasing,1.07,Low,2026-03-13
PROP016344,Tirupur,11.187427,77.283672,54983.93,Farm House,Rural,2 BHK,17,435.54,25242307.0,Yes,Yes,No,No,Freehold,Buy,Clear,"Water Supply, Parking, Garden",201,Real Estate Agent,41.93,20.0,Decreasing,-10.52,Low,2026-03-05
PROP016345,Pune,18.361146,74.04086,135016.69,Vacant Land,Urban,NA,0,6148.0,885417402.16,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,Basic,46,Builder,54.21,100.0,Increasing,17.41,Low,2026-08-07
PROP016346,Vadodara,22.359324,73.202579,2184.88,Office Space,Commercial,NA,23,6429.2,14193614.09,No,No,No,Yes,Co-op,Sell,Clear,WiFi,64,NRI,66.99,80.0,Stable,0.12,Low,2026-07-20
PROP016347,Tirunelveli,8.753348,77.703168,182151.4,Industrial Plot,Industrial Hub,NA,0,670.37,134152214.28,No,Yes,Yes,No,Freehold,Buy,Clear,Water Supply,75,Real Estate Agent,57.32,50.0,Increasing,19.44,Low,2026-07-09
PROP016348,Lucknow,26.857863,80.907879,251428.92,Land Bank,Urban,NA,19,1526.64,359660628.67,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,Basic,120,Builder,53.62,75.0,Decreasing,-8.67,Low,2026-05-25
PROP016349,Chennai,13.186107,80.320724,3657.45,Residential House,Urban,2 BHK,19,6750.8,23051269.92,Yes,Yes,Yes,Yes,Leasehold,Sell,Mortgaged,"Park, Security, Gym, Parking, Electricity, Water Supply",103,Bank,72.27,93.75,Increasing,7.97,Medium,2026-06-11
PROP016350,Aurangabad,19.936989,75.454103,53882.41,Industrial Space,Industrial Hub,NA,3,705.68,36153119.34,No,No,Yes,No,Co-op,Buy,Clear,Basic,68,Builder,72.25,40.0,Increasing,19.49,Medium,2026-07-16
PROP016351,Aurangabad,19.830918,75.366818,35289.82,Industrial Space,Industrial Hub,NA,24,418.61,14068546.69,Yes,No,Yes,No,Freehold,Buy,Clear,Basic,85,Builder,42.48,40.0,Stable,0.36,Low,2026-06-29
PROP016352,Tirupur,11.167046,77.218983,34469.82,Commercial Plot,Urban,NA,26,2423.82,75555050.01,Yes,No,Yes,Yes,Freehold,Buy,Clear,Parking,137,NRI,67.59,75.0,Stable,-1.64,Low,2026-05-08
PROP016353,Indore,22.751569,75.836329,25927.24,Office Space,Commercial,NA,6,9589.12,254091215.79,Yes,Yes,Yes,Yes,Leasehold,Sell,Clear,"Parking, Elevator, Security",78,Bank,91.9,80.0,Increasing,11.49,Medium,2026-07-06
PROP016354,Salem,11.567733,78.148851,152454.05,Commercial Plot,Rural,NA,22,698.47,108561295.03,No,No,Yes,Yes,Freehold,Sell,Clear,"Road Access, Electricity",120,NRI,76.12,20.0,Decreasing,-11.23,Low,2026-05-25
PROP016355,Chennai,13.081585,80.209504,12219.66,Vacant Land,Rural,NA,11,1390.78,8673504.66,Yes,Yes,No,Yes,Freehold,Sell,Under Litigation,Basic,33,Real Estate Agent,34.21,25.0,Decreasing,-10.79,Low,2026-08-20
PROP016356,Madurai,9.943425,78.269241,117357.71,Agricultural Land,Rural,NA,0,145.04,16813127.43,Yes,Yes,Yes,No,Freehold,Sell,Clear,Water Supply,226,Real Estate Agent,23.75,20.0,Decreasing,-3.58,Low,2026-02-08
PROP016357,Gurgaon,28.363803,77.08944,123293.66,Vacant Land,Semi-Urban,NA,14,4117.99,527043091.67,Yes,Yes,No,Yes,Leasehold,Sell,Clear,Basic,93,Individual,38.53,81.25,Increasing,14.53,Low,2026-06-21
PROP016358,Jaipur,26.870496,75.829503,67423.37,Residential Plot,Urban,5+ BHK,0,6090.13,428952339.9,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,"Road Access, Electricity",26,Individual,62.67,93.75,Increasing,17.72,Medium,2026-08-27
PROP016359,Ahmedabad,23.061514,72.538938,464486.06,Land Bank,Urban,NA,0,3887.76,1694888834.53,Yes,No,Yes,No,Freehold,Buy,Clear,Basic,75,NRI,29.64,93.75,Increasing,21.8,Low,2026-07-09
PROP016360,Ahmedabad,23.2221,72.539309,117981.59,Mixed-Use Property,Semi-Urban,NA,0,7729.48,821808782.99,No,No,Yes,No,Leasehold,Sell,Clear,Basic,162,Bank,79.33,62.5,Stable,10.85,Medium,2026-04-13
PROP016361,Kolkata,22.504236,88.314658,53528.22,Vacant Land,Semi-Urban,NA,1,2612.75,134204519.69,Yes,Yes,No,Yes,Co-op,Sell,Clear,Basic,208,Builder,45.26,62.5,Decreasing,1.08,Low,2026-02-26
